periodo_origen;periodo_destino;seccion_origen;seccion_destino;Tipo;n_ruc
202503;202504;N;R;Persona natural;14
202503;202504;N;S;Persona natural;50
202503;202504;O;A;Persona natural;2
202503;202504;O;C;Persona natural;10
202503;202504;O;F;Persona natural;6
202503;202504;O;G;Persona natural;28
202503;202504;O;H;Persona natural;3
202503;202504;O;I;Persona natural;2
202503;202504;O;J;Persona natural;2
202503;202504;O;K;Persona natural;1
202503;202504;O;L;Persona natural;4
202503;202504;O;M;Persona natural;8
202503;202504;O;N;Persona natural;8
202503;202504;O;O;Persona natural;8629
202503;202504;O;Q;Persona natural;1
202503;202504;O;S;Persona natural;7
202503;202504;P;A;Persona natural;1
202503;202504;P;C;Persona natural;3
202503;202504;P;F;Persona natural;1
202503;202504;P;G;Persona natural;16
202503;202504;P;H;Persona natural;2
202503;202504;P;I;Persona natural;7
202503;202504;P;J;Persona natural;1
202503;202504;P;M;Persona natural;5
202503;202504;P;N;Persona natural;3
202503;202504;P;O;Persona natural;3
202503;202504;P;P;Persona natural;14307
202503;202504;P;Q;Persona natural;2
202503;202504;P;R;Persona natural;4
202503;202504;P;S;Persona natural;11
202503;202504;Q;A;Persona natural;2
202503;202504;Q;C;Persona natural;4
202503;202504;Q;G;Persona natural;15
202503;202504;Q;H;Persona natural;3
202503;202504;Q;I;Persona natural;5
202503;202504;Q;M;Persona natural;3
202503;202504;Q;N;Persona natural;6
202503;202504;Q;O;Persona natural;3
202503;202504;Q;P;Persona natural;2
202503;202504;Q;Q;Persona natural;21833
202503;202504;Q;S;Persona natural;10
202503;202504;R;A;Persona natural;1
202503;202504;R;C;Persona natural;9
202503;202504;R;F;Persona natural;5
202503;202504;R;G;Persona natural;43
202503;202504;R;H;Persona natural;3
202503;202504;R;I;Persona natural;26
202503;202504;R;J;Persona natural;3
202503;202504;R;L;Persona natural;1
202503;202504;R;M;Persona natural;9
202503;202504;R;N;Persona natural;10
202503;202504;R;O;Persona natural;1
202503;202504;R;P;Persona natural;4
202503;202504;R;Q;Persona natural;1
202503;202504;R;R;Persona natural;17548
202503;202504;R;S;Persona natural;16
202503;202504;S;A;Persona natural;20
202503;202504;S;B;Persona natural;5
202503;202504;S;C;Persona natural;107
202503;202504;S;D;Persona natural;2
202503;202504;S;E;Persona natural;4
202503;202504;S;F;Persona natural;41
202503;202504;S;G;Persona natural;479
202503;202504;S;H;Persona natural;91
202503;202504;S;I;Persona natural;128
202503;202504;S;J;Persona natural;19
202503;202504;S;K;Persona natural;10
202503;202504;S;L;Persona natural;13
202503;202504;S;M;Persona natural;81
202503;202504;S;N;Persona natural;68
202503;202504;S;O;Persona natural;30
202503;202504;S;P;Persona natural;12
202503;202504;S;Q;Persona natural;23
202503;202504;S;R;Persona natural;19
202503;202504;S;S;Persona natural;227249
202503;202504;T;R;Persona natural;1
202503;202504;T;S;Persona natural;1
202503;202504;T;T;Persona natural;643
202503;202504;U;U;Persona natural;22
202503;202504;0;0;Sociedad anónima;2416
202503;202504;0;C;Sociedad anónima;6
202503;202504;0;F;Sociedad anónima;3
202503;202504;0;G;Sociedad anónima;5
202503;202504;0;H;Sociedad anónima;4
202503;202504;0;J;Sociedad anónima;1
202503;202504;0;L;Sociedad anónima;1
202503;202504;0;M;Sociedad anónima;5
202503;202504;0;N;Sociedad anónima;2
202503;202504;0;S;Sociedad anónima;3
202503;202504;A;A;Sociedad anónima;7193
202503;202504;A;B;Sociedad anónima;1
202503;202504;A;C;Sociedad anónima;5
202503;202504;A;F;Sociedad anónima;4
202503;202504;A;G;Sociedad anónima;17
202503;202504;A;H;Sociedad anónima;6
202503;202504;A;J;Sociedad anónima;1
202503;202504;A;M;Sociedad anónima;3
202503;202504;A;N;Sociedad anónima;6
202503;202504;A;P;Sociedad anónima;1
202503;202504;A;S;Sociedad anónima;1
202503;202504;B;B;Sociedad anónima;4216
202503;202504;B;C;Sociedad anónima;4
202503;202504;B;D;Sociedad anónima;1
202503;202504;B;F;Sociedad anónima;8
202503;202504;B;G;Sociedad anónima;28
202503;202504;B;H;Sociedad anónima;10
202503;202504;B;L;Sociedad anónima;1
202503;202504;B;M;Sociedad anónima;3
202503;202504;B;N;Sociedad anónima;7
202503;202504;B;S;Sociedad anónima;1
202503;202504;C;A;Sociedad anónima;4
202503;202504;C;B;Sociedad anónima;6
202503;202504;C;C;Sociedad anónima;37905
202503;202504;C;E;Sociedad anónima;1
202503;202504;C;F;Sociedad anónima;39
202503;202504;C;G;Sociedad anónima;139
202503;202504;C;H;Sociedad anónima;22
202503;202504;C;I;Sociedad anónima;14
202503;202504;C;J;Sociedad anónima;6
202503;202504;C;L;Sociedad anónima;4
202503;202504;C;M;Sociedad anónima;39
202503;202504;C;N;Sociedad anónima;22
202503;202504;C;P;Sociedad anónima;1
202503;202504;C;Q;Sociedad anónima;1
202503;202504;C;R;Sociedad anónima;2
202503;202504;C;S;Sociedad anónima;8
202503;202504;D;C;Sociedad anónima;2
202503;202504;D;D;Sociedad anónima;1052
202503;202504;D;F;Sociedad anónima;3
202503;202504;D;G;Sociedad anónima;3
202503;202504;D;M;Sociedad anónima;3
202503;202504;D;N;Sociedad anónima;1
202503;202504;D;S;Sociedad anónima;1
202503;202504;E;C;Sociedad anónima;2
202503;202504;E;E;Sociedad anónima;1076
202503;202504;E;F;Sociedad anónima;2
202503;202504;E;G;Sociedad anónima;4
202503;202504;E;H;Sociedad anónima;5
202503;202504;E;M;Sociedad anónima;2
202503;202504;E;S;Sociedad anónima;2
202503;202504;F;A;Sociedad anónima;4
202503;202504;F;B;Sociedad anónima;6
202503;202504;F;C;Sociedad anónima;37
202503;202504;F;E;Sociedad anónima;1
202503;202504;F;F;Sociedad anónima;31685
202503;202504;F;G;Sociedad anónima;95
202503;202504;F;H;Sociedad anónima;38
202503;202504;F;I;Sociedad anónima;5
202503;202504;F;J;Sociedad anónima;7
202503;202504;F;K;Sociedad anónima;1
202503;202504;F;L;Sociedad anónima;10
202503;202504;F;M;Sociedad anónima;62
202503;202504;F;N;Sociedad anónima;37
202503;202504;F;P;Sociedad anónima;2
202503;202504;F;R;Sociedad anónima;1
202503;202504;F;S;Sociedad anónima;8
202503;202504;G;A;Sociedad anónima;20
202503;202504;G;B;Sociedad anónima;21
202503;202504;G;C;Sociedad anónima;146
202503;202504;G;D;Sociedad anónima;1
202503;202504;G;E;Sociedad anónima;6
202503;202504;G;F;Sociedad anónima;114
202503;202504;G;G;Sociedad anónima;110746
202503;202504;G;H;Sociedad anónima;117
202503;202504;G;I;Sociedad anónima;34
202503;202504;G;J;Sociedad anónima;27
202503;202504;G;K;Sociedad anónima;8
202503;202504;G;L;Sociedad anónima;10
202503;202504;G;M;Sociedad anónima;92
202503;202504;G;N;Sociedad anónima;73
202503;202504;G;P;Sociedad anónima;1
202503;202504;G;Q;Sociedad anónima;5
202503;202504;G;R;Sociedad anónima;12
202503;202504;G;S;Sociedad anónima;31
202503;202504;H;A;Sociedad anónima;7
202503;202504;H;B;Sociedad anónima;9
202503;202504;H;C;Sociedad anónima;14
202503;202504;H;E;Sociedad anónima;1
202503;202504;H;F;Sociedad anónima;30
202503;202504;H;G;Sociedad anónima;72
202503;202504;H;H;Sociedad anónima;32932
202503;202504;H;I;Sociedad anónima;3
202503;202504;H;J;Sociedad anónima;2
202503;202504;H;K;Sociedad anónima;1
202503;202504;H;L;Sociedad anónima;1
202503;202504;H;M;Sociedad anónima;14
202503;202504;H;N;Sociedad anónima;36
202503;202504;H;P;Sociedad anónima;1
202503;202504;H;R;Sociedad anónima;1
202503;202504;H;S;Sociedad anónima;9
202503;202504;I;A;Sociedad anónima;1
202503;202504;I;C;Sociedad anónima;8
202503;202504;I;F;Sociedad anónima;4
202503;202504;I;G;Sociedad anónima;27
202503;202504;I;H;Sociedad anónima;6
202503;202504;I;I;Sociedad anónima;16061
202503;202504;I;L;Sociedad anónima;2
202503;202504;I;M;Sociedad anónima;4
202503;202504;I;N;Sociedad anónima;3
202503;202504;I;R;Sociedad anónima;3
202503;202504;I;S;Sociedad anónima;6
202503;202504;J;A;Sociedad anónima;1
202503;202504;J;C;Sociedad anónima;4
202503;202504;J;F;Sociedad anónima;4
202503;202504;J;G;Sociedad anónima;27
202503;202504;J;H;Sociedad anónima;1
202503;202504;J;I;Sociedad anónima;1
202503;202504;J;J;Sociedad anónima;13520
202503;202504;J;L;Sociedad anónima;1
202503;202504;J;M;Sociedad anónima;6
202503;202504;J;N;Sociedad anónima;7
202503;202504;J;R;Sociedad anónima;3
202503;202504;J;S;Sociedad anónima;2
202503;202504;K;A;Sociedad anónima;2
202503;202504;K;G;Sociedad anónima;4
202503;202504;K;H;Sociedad anónima;1
202503;202504;K;J;Sociedad anónima;1
202503;202504;K;K;Sociedad anónima;2839
202503;202504;K;M;Sociedad anónima;8
202503;202504;K;N;Sociedad anónima;3
202503;202504;K;O;Sociedad anónima;1
202503;202504;K;S;Sociedad anónima;1
202503;202504;L;A;Sociedad anónima;1
202503;202504;L;B;Sociedad anónima;1
202503;202504;L;C;Sociedad anónima;2
202503;202504;L;F;Sociedad anónima;8
202503;202504;L;G;Sociedad anónima;8
202503;202504;L;H;Sociedad anónima;3
202503;202504;L;I;Sociedad anónima;2
202503;202504;L;K;Sociedad anónima;1
202503;202504;L;L;Sociedad anónima;11927
202503;202504;L;M;Sociedad anónima;6
202503;202504;L;N;Sociedad anónima;3
202503;202504;L;S;Sociedad anónima;2
202503;202504;M;A;Sociedad anónima;4
202503;202504;M;B;Sociedad anónima;6
202503;202504;M;C;Sociedad anónima;29
202503;202504;M;D;Sociedad anónima;2
202503;202504;M;E;Sociedad anónima;1
202503;202504;M;F;Sociedad anónima;47
202503;202504;M;G;Sociedad anónima;94
202503;202504;M;H;Sociedad anónima;15
202503;202504;M;I;Sociedad anónima;4
202503;202504;M;J;Sociedad anónima;16
202503;202504;M;K;Sociedad anónima;3
202503;202504;M;L;Sociedad anónima;8
202503;202504;M;M;Sociedad anónima;47914
202503;202504;M;N;Sociedad anónima;23
202503;202504;M;O;Sociedad anónima;1
202503;202504;M;Q;Sociedad anónima;2
202503;202504;M;R;Sociedad anónima;2
202503;202504;M;S;Sociedad anónima;11
202503;202504;N;A;Sociedad anónima;2
202503;202504;N;B;Sociedad anónima;3
202503;202504;N;C;Sociedad anónima;25
202503;202504;N;D;Sociedad anónima;2
202503;202504;N;E;Sociedad anónima;1
202503;202504;N;F;Sociedad anónima;26
202503;202504;N;G;Sociedad anónima;66
202503;202504;N;H;Sociedad anónima;42
202503;202504;N;I;Sociedad anónima;6
202503;202504;N;J;Sociedad anónima;7
202503;202504;N;K;Sociedad anónima;1
202503;202504;N;L;Sociedad anónima;4
202503;202504;N;M;Sociedad anónima;20
202503;202504;N;N;Sociedad anónima;18802
202503;202504;N;P;Sociedad anónima;1
202503;202504;N;R;Sociedad anónima;2
202503;202504;N;S;Sociedad anónima;2
202503;202504;N;T;Sociedad anónima;1
202503;202504;O;C;Sociedad anónima;2
202503;202504;O;G;Sociedad anónima;1
202503;202504;O;J;Sociedad anónima;1
202503;202504;O;L;Sociedad anónima;1
202503;202504;O;M;Sociedad anónima;2
202503;202504;O;O;Sociedad anónima;227
202503;202504;P;C;Sociedad anónima;1
202503;202504;P;F;Sociedad anónima;1
202503;202504;P;G;Sociedad anónima;3
202503;202504;P;H;Sociedad anónima;1
202503;202504;P;J;Sociedad anónima;1
202503;202504;P;K;Sociedad anónima;1
202503;202504;P;L;Sociedad anónima;1
202503;202504;P;M;Sociedad anónima;5
202503;202504;P;N;Sociedad anónima;2
202503;202504;P;P;Sociedad anónima;5848
202503;202504;P;R;Sociedad anónima;4
202503;202504;P;S;Sociedad anónima;3
202503;202504;Q;A;Sociedad anónima;1
202503;202504;Q;C;Sociedad anónima;2
202503;202504;Q;F;Sociedad anónima;1
202503;202504;Q;G;Sociedad anónima;9
202503;202504;Q;H;Sociedad anónima;1
202503;202504;Q;J;Sociedad anónima;1
202503;202504;Q;L;Sociedad anónima;1
202503;202504;Q;M;Sociedad anónima;4
202503;202504;Q;P;Sociedad anónima;2
202503;202504;Q;Q;Sociedad anónima;11627
202503;202504;Q;S;Sociedad anónima;1
202503;202504;R;C;Sociedad anónima;5
202503;202504;R;F;Sociedad anónima;2
202503;202504;R;G;Sociedad anónima;11
202503;202504;R;H;Sociedad anónima;1
202503;202504;R;I;Sociedad anónima;5
202503;202504;R;J;Sociedad anónima;3
202503;202504;R;K;Sociedad anónima;1
202503;202504;R;L;Sociedad anónima;1
202503;202504;R;M;Sociedad anónima;1
202503;202504;R;N;Sociedad anónima;4
202503;202504;R;P;Sociedad anónima;2
202503;202504;R;R;Sociedad anónima;3961
202503;202504;R;S;Sociedad anónima;5
202503;202504;S;A;Sociedad anónima;1
202503;202504;S;B;Sociedad anónima;2
202503;202504;S;C;Sociedad anónima;14
202503;202504;S;D;Sociedad anónima;2
202503;202504;S;E;Sociedad anónima;1
202503;202504;S;F;Sociedad anónima;8
202503;202504;S;G;Sociedad anónima;30
202503;202504;S;H;Sociedad anónima;7
202503;202504;S;I;Sociedad anónima;3
202503;202504;S;J;Sociedad anónima;1
202503;202504;S;K;Sociedad anónima;2
202503;202504;S;L;Sociedad anónima;1
202503;202504;S;M;Sociedad anónima;17
202503;202504;S;N;Sociedad anónima;12
202503;202504;S;P;Sociedad anónima;1
202503;202504;S;R;Sociedad anónima;4
202503;202504;S;S;Sociedad anónima;10641
202503;202504;T;T;Sociedad anónima;9
202503;202504;U;U;Sociedad anónima;6
202503;202504;0;0;Sociedad civil;10
202503;202504;A;A;Sociedad civil;5
202503;202504;C;C;Sociedad civil;1
202503;202504;F;F;Sociedad civil;3
202503;202504;G;G;Sociedad civil;7
202503;202504;H;H;Sociedad civil;3
202503;202504;I;I;Sociedad civil;1
202503;202504;J;J;Sociedad civil;4
202503;202504;K;K;Sociedad civil;1
202503;202504;L;L;Sociedad civil;6
202503;202504;M;M;Sociedad civil;1060
202503;202504;N;N;Sociedad civil;4
202503;202504;O;O;Sociedad civil;1
202503;202504;P;P;Sociedad civil;16
202503;202504;Q;Q;Sociedad civil;404
202503;202504;S;S;Sociedad civil;14
202503;202504;0;0;Sociedad comercial de resp. Ltda.;683
202503;202504;0;C;Sociedad comercial de resp. Ltda.;1
202503;202504;0;H;Sociedad comercial de resp. Ltda.;1
202503;202504;0;J;Sociedad comercial de resp. Ltda.;1
202503;202504;0;M;Sociedad comercial de resp. Ltda.;1
202503;202504;A;A;Sociedad comercial de resp. Ltda.;1002
202503;202504;A;F;Sociedad comercial de resp. Ltda.;1
202503;202504;A;G;Sociedad comercial de resp. Ltda.;2
202503;202504;A;N;Sociedad comercial de resp. Ltda.;2
202503;202504;A;S;Sociedad comercial de resp. Ltda.;1
202503;202504;B;B;Sociedad comercial de resp. Ltda.;622
202503;202504;B;C;Sociedad comercial de resp. Ltda.;3
202503;202504;B;F;Sociedad comercial de resp. Ltda.;2
202503;202504;B;G;Sociedad comercial de resp. Ltda.;5
202503;202504;B;H;Sociedad comercial de resp. Ltda.;3
202503;202504;B;M;Sociedad comercial de resp. Ltda.;1
202503;202504;B;N;Sociedad comercial de resp. Ltda.;2
202503;202504;C;A;Sociedad comercial de resp. Ltda.;2
202503;202504;C;B;Sociedad comercial de resp. Ltda.;2
202503;202504;C;C;Sociedad comercial de resp. Ltda.;5272
202503;202504;C;F;Sociedad comercial de resp. Ltda.;9
202503;202504;C;G;Sociedad comercial de resp. Ltda.;22
202503;202504;C;H;Sociedad comercial de resp. Ltda.;1
202503;202504;C;I;Sociedad comercial de resp. Ltda.;2
202503;202504;C;J;Sociedad comercial de resp. Ltda.;1
202503;202504;C;M;Sociedad comercial de resp. Ltda.;5
202503;202504;C;N;Sociedad comercial de resp. Ltda.;3
202503;202504;C;S;Sociedad comercial de resp. Ltda.;1
202503;202504;D;D;Sociedad comercial de resp. Ltda.;103
202503;202504;D;G;Sociedad comercial de resp. Ltda.;2
202503;202504;E;C;Sociedad comercial de resp. Ltda.;1
202503;202504;E;E;Sociedad comercial de resp. Ltda.;147
202503;202504;E;G;Sociedad comercial de resp. Ltda.;1
202503;202504;E;N;Sociedad comercial de resp. Ltda.;2
202503;202504;F;B;Sociedad comercial de resp. Ltda.;1
202503;202504;F;C;Sociedad comercial de resp. Ltda.;3
202503;202504;F;D;Sociedad comercial de resp. Ltda.;1
202503;202504;F;E;Sociedad comercial de resp. Ltda.;1
202503;202504;F;F;Sociedad comercial de resp. Ltda.;5264
202503;202504;F;G;Sociedad comercial de resp. Ltda.;19
202503;202504;F;H;Sociedad comercial de resp. Ltda.;4
202503;202504;F;J;Sociedad comercial de resp. Ltda.;1
202503;202504;F;L;Sociedad comercial de resp. Ltda.;1
202503;202504;F;M;Sociedad comercial de resp. Ltda.;10
202503;202504;F;N;Sociedad comercial de resp. Ltda.;10
202503;202504;F;R;Sociedad comercial de resp. Ltda.;1
202503;202504;F;S;Sociedad comercial de resp. Ltda.;1
202503;202504;G;A;Sociedad comercial de resp. Ltda.;2
202503;202504;G;B;Sociedad comercial de resp. Ltda.;4
202503;202504;G;C;Sociedad comercial de resp. Ltda.;19
202503;202504;G;D;Sociedad comercial de resp. Ltda.;1
202503;202504;G;E;Sociedad comercial de resp. Ltda.;3
202503;202504;G;F;Sociedad comercial de resp. Ltda.;11
202503;202504;G;G;Sociedad comercial de resp. Ltda.;16338
202503;202504;G;H;Sociedad comercial de resp. Ltda.;24
202503;202504;G;I;Sociedad comercial de resp. Ltda.;5
202503;202504;G;J;Sociedad comercial de resp. Ltda.;3
202503;202504;G;M;Sociedad comercial de resp. Ltda.;8
202503;202504;G;N;Sociedad comercial de resp. Ltda.;16
202503;202504;G;R;Sociedad comercial de resp. Ltda.;1
202503;202504;G;S;Sociedad comercial de resp. Ltda.;3
202503;202504;H;A;Sociedad comercial de resp. Ltda.;1
202503;202504;H;B;Sociedad comercial de resp. Ltda.;6
202503;202504;H;C;Sociedad comercial de resp. Ltda.;2
202503;202504;H;E;Sociedad comercial de resp. Ltda.;1
202503;202504;H;F;Sociedad comercial de resp. Ltda.;8
202503;202504;H;G;Sociedad comercial de resp. Ltda.;24
202503;202504;H;H;Sociedad comercial de resp. Ltda.;8285
202503;202504;H;I;Sociedad comercial de resp. Ltda.;4
202503;202504;H;J;Sociedad comercial de resp. Ltda.;1
202503;202504;H;M;Sociedad comercial de resp. Ltda.;2
202503;202504;H;N;Sociedad comercial de resp. Ltda.;12
202503;202504;H;S;Sociedad comercial de resp. Ltda.;2
202503;202504;I;C;Sociedad comercial de resp. Ltda.;2
202503;202504;I;F;Sociedad comercial de resp. Ltda.;2
202503;202504;I;G;Sociedad comercial de resp. Ltda.;2
202503;202504;I;H;Sociedad comercial de resp. Ltda.;2
202503;202504;I;I;Sociedad comercial de resp. Ltda.;2617
202503;202504;I;N;Sociedad comercial de resp. Ltda.;6
202503;202504;I;R;Sociedad comercial de resp. Ltda.;2
202503;202504;J;C;Sociedad comercial de resp. Ltda.;4
202503;202504;J;F;Sociedad comercial de resp. Ltda.;1
202503;202504;J;G;Sociedad comercial de resp. Ltda.;1
202503;202504;J;H;Sociedad comercial de resp. Ltda.;1
202503;202504;J;J;Sociedad comercial de resp. Ltda.;1336
202503;202504;K;K;Sociedad comercial de resp. Ltda.;136
202503;202504;L;L;Sociedad comercial de resp. Ltda.;699
202503;202504;L;M;Sociedad comercial de resp. Ltda.;1
202503;202504;L;S;Sociedad comercial de resp. Ltda.;1
202503;202504;M;B;Sociedad comercial de resp. Ltda.;1
202503;202504;M;C;Sociedad comercial de resp. Ltda.;5
202503;202504;M;F;Sociedad comercial de resp. Ltda.;6
202503;202504;M;G;Sociedad comercial de resp. Ltda.;12
202503;202504;M;H;Sociedad comercial de resp. Ltda.;1
202503;202504;M;I;Sociedad comercial de resp. Ltda.;1
202503;202504;M;J;Sociedad comercial de resp. Ltda.;1
202503;202504;M;M;Sociedad comercial de resp. Ltda.;5203
202503;202504;M;N;Sociedad comercial de resp. Ltda.;3
202503;202504;M;S;Sociedad comercial de resp. Ltda.;2
202503;202504;N;B;Sociedad comercial de resp. Ltda.;3
202503;202504;N;C;Sociedad comercial de resp. Ltda.;6
202503;202504;N;F;Sociedad comercial de resp. Ltda.;6
202503;202504;N;G;Sociedad comercial de resp. Ltda.;14
202503;202504;N;H;Sociedad comercial de resp. Ltda.;10
202503;202504;N;I;Sociedad comercial de resp. Ltda.;1
202503;202504;N;J;Sociedad comercial de resp. Ltda.;2
202503;202504;N;M;Sociedad comercial de resp. Ltda.;6
202503;202504;N;N;Sociedad comercial de resp. Ltda.;3403
202503;202504;N;R;Sociedad comercial de resp. Ltda.;1
202503;202504;N;S;Sociedad comercial de resp. Ltda.;1
202503;202504;O;O;Sociedad comercial de resp. Ltda.;32
202503;202504;P;M;Sociedad comercial de resp. Ltda.;2
202503;202504;P;P;Sociedad comercial de resp. Ltda.;1049
202503;202504;Q;G;Sociedad comercial de resp. Ltda.;1
202503;202504;Q;M;Sociedad comercial de resp. Ltda.;1
202503;202504;Q;Q;Sociedad comercial de resp. Ltda.;1431
202503;202504;R;G;Sociedad comercial de resp. Ltda.;2
202503;202504;R;H;Sociedad comercial de resp. Ltda.;1
202503;202504;R;I;Sociedad comercial de resp. Ltda.;1
202503;202504;R;J;Sociedad comercial de resp. Ltda.;1
202503;202504;R;N;Sociedad comercial de resp. Ltda.;1
202503;202504;R;R;Sociedad comercial de resp. Ltda.;429
202503;202504;S;A;Sociedad comercial de resp. Ltda.;1
202503;202504;S;C;Sociedad comercial de resp. Ltda.;4
202503;202504;S;F;Sociedad comercial de resp. Ltda.;3
202503;202504;S;G;Sociedad comercial de resp. Ltda.;11
202503;202504;S;H;Sociedad comercial de resp. Ltda.;1
202503;202504;S;N;Sociedad comercial de resp. Ltda.;2
202503;202504;S;R;Sociedad comercial de resp. Ltda.;1
202503;202504;S;S;Sociedad comercial de resp. Ltda.;1230
202503;202504;T;T;Sociedad comercial de resp. Ltda.;1
202503;202504;U;G;Sociedad comercial de resp. Ltda.;1
202504;202505;0;0;Asociaciones;1633
202504;202505;0;Q;Asociaciones;1
202504;202505;0;R;Asociaciones;1
202504;202505;0;S;Asociaciones;1
202504;202505;A;A;Asociaciones;5168
202504;202505;A;C;Asociaciones;1
202504;202505;A;G;Asociaciones;1
202504;202505;A;S;Asociaciones;1
202504;202505;B;B;Asociaciones;57
202504;202505;C;A;Asociaciones;1
202504;202505;C;C;Asociaciones;785
202504;202505;C;I;Asociaciones;1
202504;202505;D;D;Asociaciones;13
202504;202505;E;E;Asociaciones;271
202504;202505;E;G;Asociaciones;1
202504;202505;E;S;Asociaciones;1
202504;202505;F;F;Asociaciones;122
202504;202505;F;G;Asociaciones;1
202504;202505;G;A;Asociaciones;1
202504;202505;G;C;Asociaciones;2
202504;202505;G;G;Asociaciones;871
202504;202505;H;G;Asociaciones;1
202504;202505;H;H;Asociaciones;413
202504;202505;H;L;Asociaciones;1
202504;202505;I;I;Asociaciones;194
202504;202505;J;J;Asociaciones;94
202504;202505;K;K;Asociaciones;22
202504;202505;L;K;Asociaciones;1
202504;202505;L;L;Asociaciones;146
202504;202505;M;M;Asociaciones;1014
202504;202505;M;P;Asociaciones;1
202504;202505;M;S;Asociaciones;1
202504;202505;N;I;Asociaciones;1
202504;202505;N;N;Asociaciones;248
202504;202505;O;O;Asociaciones;169
202504;202505;P;N;Asociaciones;1
202504;202505;P;P;Asociaciones;1398
202504;202505;P;S;Asociaciones;1
202504;202505;Q;Q;Asociaciones;711
202504;202505;R;N;Asociaciones;1
202504;202505;R;R;Asociaciones;840
202504;202505;R;S;Asociaciones;1
202504;202505;S;A;Asociaciones;10
202504;202505;S;C;Asociaciones;1
202504;202505;S;F;Asociaciones;3
202504;202505;S;G;Asociaciones;3
202504;202505;S;H;Asociaciones;1
202504;202505;S;I;Asociaciones;1
202504;202505;S;M;Asociaciones;2
202504;202505;S;N;Asociaciones;1
202504;202505;S;O;Asociaciones;1
202504;202505;S;P;Asociaciones;2
202504;202505;S;R;Asociaciones;2
202504;202505;S;S;Asociaciones;26411
202504;202505;T;T;Asociaciones;3
202504;202505;U;U;Asociaciones;12
202504;202505;0;0;Empresa individual de resp. Ltda.;1382
202504;202505;0;C;Empresa individual de resp. Ltda.;2
202504;202505;0;F;Empresa individual de resp. Ltda.;1
202504;202505;0;G;Empresa individual de resp. Ltda.;3
202504;202505;0;H;Empresa individual de resp. Ltda.;1
202504;202505;0;M;Empresa individual de resp. Ltda.;2
202504;202505;0;P;Empresa individual de resp. Ltda.;1
202504;202505;A;A;Empresa individual de resp. Ltda.;4177
202504;202505;A;C;Empresa individual de resp. Ltda.;2
202504;202505;A;G;Empresa individual de resp. Ltda.;10
202504;202505;A;H;Empresa individual de resp. Ltda.;3
202504;202505;A;M;Empresa individual de resp. Ltda.;2
202504;202505;A;N;Empresa individual de resp. Ltda.;2
202504;202505;B;B;Empresa individual de resp. Ltda.;3844
202504;202505;B;C;Empresa individual de resp. Ltda.;3
202504;202505;B;F;Empresa individual de resp. Ltda.;1
202504;202505;B;G;Empresa individual de resp. Ltda.;32
202504;202505;B;H;Empresa individual de resp. Ltda.;19
202504;202505;B;M;Empresa individual de resp. Ltda.;2
202504;202505;B;N;Empresa individual de resp. Ltda.;6
202504;202505;C;B;Empresa individual de resp. Ltda.;4
202504;202505;C;C;Empresa individual de resp. Ltda.;25766
202504;202505;C;E;Empresa individual de resp. Ltda.;1
202504;202505;C;F;Empresa individual de resp. Ltda.;19
202504;202505;C;G;Empresa individual de resp. Ltda.;132
202504;202505;C;H;Empresa individual de resp. Ltda.;16
202504;202505;C;I;Empresa individual de resp. Ltda.;9
202504;202505;C;J;Empresa individual de resp. Ltda.;4
202504;202505;C;L;Empresa individual de resp. Ltda.;1
202504;202505;C;M;Empresa individual de resp. Ltda.;8
202504;202505;C;N;Empresa individual de resp. Ltda.;7
202504;202505;C;O;Empresa individual de resp. Ltda.;1
202504;202505;C;R;Empresa individual de resp. Ltda.;2
202504;202505;C;S;Empresa individual de resp. Ltda.;7
202504;202505;D;C;Empresa individual de resp. Ltda.;1
202504;202505;D;D;Empresa individual de resp. Ltda.;410
202504;202505;D;F;Empresa individual de resp. Ltda.;3
202504;202505;D;G;Empresa individual de resp. Ltda.;2
202504;202505;E;C;Empresa individual de resp. Ltda.;2
202504;202505;E;E;Empresa individual de resp. Ltda.;793
202504;202505;E;F;Empresa individual de resp. Ltda.;1
202504;202505;E;G;Empresa individual de resp. Ltda.;4
202504;202505;E;I;Empresa individual de resp. Ltda.;1
202504;202505;F;B;Empresa individual de resp. Ltda.;2
202504;202505;F;C;Empresa individual de resp. Ltda.;12
202504;202505;F;E;Empresa individual de resp. Ltda.;3
202504;202505;F;F;Empresa individual de resp. Ltda.;18439
202504;202505;F;G;Empresa individual de resp. Ltda.;41
202504;202505;F;H;Empresa individual de resp. Ltda.;17
202504;202505;F;I;Empresa individual de resp. Ltda.;6
202504;202505;F;J;Empresa individual de resp. Ltda.;2
202504;202505;F;L;Empresa individual de resp. Ltda.;1
202504;202505;F;M;Empresa individual de resp. Ltda.;16
202504;202505;F;N;Empresa individual de resp. Ltda.;16
202504;202505;F;S;Empresa individual de resp. Ltda.;4
202504;202505;G;A;Empresa individual de resp. Ltda.;11
202504;202505;G;B;Empresa individual de resp. Ltda.;21
202504;202505;G;C;Empresa individual de resp. Ltda.;126
202504;202505;G;D;Empresa individual de resp. Ltda.;1
202504;202505;G;E;Empresa individual de resp. Ltda.;6
202504;202505;G;F;Empresa individual de resp. Ltda.;76
202504;202505;G;G;Empresa individual de resp. Ltda.;103139
202504;202505;G;H;Empresa individual de resp. Ltda.;73
202504;202505;G;I;Empresa individual de resp. Ltda.;25
